Postal Code,Place Name,Latitude,Longitude
L-1137,Howald,49.6117,6.13
L-1138,Luxembourg,49.6117,6.13
L-1139,Luxembourg,49.6117,6.13
L-1140,Luxembourg,49.6117,6.13
L-1141,Luxembourg,49.6117,6.13
L-1142,Luxembourg,49.6117,6.13
L-1143,Luxembourg,49.6117,6.13
L-1144,Luxembourg,49.6117,6.13
L-1145,Luxembourg,49.6117,6.13
L-1146,Luxembourg,49.6117,6.13
L-1147,Luxembourg,49.6117,6.13
L-1148,Luxembourg,49.6117,6.13
L-1149,Luxembourg,49.6117,6.13
L-1150,Luxembourg,49.6117,6.13
L-1151,Luxembourg,49.6117,6.13
L-1152,Luxembourg,49.6117,6.13
L-1159,Luxembourg,49.6117,6.13
L-1160,Luxembourg,49.6117,6.13
L-1208,Luxembourg,49.6117,6.13
L-1209,Senningerberg,49.6117,6.13
L-1210,Luxembourg,49.6117,6.13
L-1211,Luxembourg,49.6117,6.13
L-1212,Luxembourg,49.6117,6.13
L-1213,Luxembourg,49.6117,6.13
L-1214,Luxembourg,49.6117,6.13
L-1215,Luxembourg,49.6117,6.13
L-1216,Howald,49.6117,6.13
L-1217,Luxembourg,49.6117,6.13
L-1218,Luxembourg,49.6117,6.13
L-1219,Luxembourg,49.6117,6.13
L-1220,Luxembourg,49.6117,6.13
L-1221,Luxembourg,49.6117,6.13
L-1222,Luxembourg,49.6117,6.13
L-1223,Howald,49.6117,6.13
L-1224,Luxembourg,49.6117,6.13
L-1225,Luxembourg,49.6117,6.13
L-1226,Luxembourg,49.6117,6.13
L-1227,Luxembourg,49.6117,6.13
L-1228,Howald,49.6117,6.13
L-1229,Luxembourg,49.6117,6.13
L-1230,Luxembourg,49.6117,6.13
L-1231,Howald,49.6117,6.13
L-1232,Howald,49.6117,6.13
L-1233,Luxembourg,49.6117,6.13
L-1234,Luxembourg,49.6117,6.13
L-1235,Luxembourg,49.6117,6.13
L-1236,Luxembourg,49.6117,6.13
L-1237,Luxembourg,49.6117,6.13
L-1238,Luxembourg,49.6117,6.13
L-1239,Senningerberg,49.6117,6.13
L-1240,Luxembourg,49.6117,6.13
L-1241,Luxembourg,49.6117,6.13
L-1242,Luxembourg,49.6117,6.13
L-1243,Luxembourg,49.6117,6.13
L-1244,Luxembourg,49.6117,6.13
L-1245,Senningerberg,49.6117,6.13
L-1246,Luxembourg,49.6117,6.13
L-1247,Luxembourg,49.6117,6.13
L-1248,Luxembourg,49.6117,6.13
L-1249,Luxembourg,49.6117,6.13
L-1250,Luxembourg,49.6117,6.13
L-1251,Luxembourg,49.6117,6.13
L-1252,Luxembourg,49.6117,6.13
L-1253,Luxembourg,49.6117,6.13
L-1254,Luxembourg,49.6117,6.13
L-1255,Luxembourg,49.6117,6.13
L-1256,Luxembourg,49.6117,6.13
L-1257,Luxembourg,49.6117,6.13
L-1258,Luxembourg,49.6117,6.13
L-1259,Senningerberg,49.6117,6.13
L-1260,Luxembourg,49.6117,6.13
L-1261,Luxembourg,49.6117,6.13
L-1262,Luxembourg,49.6117,6.13
L-1263,Luxembourg,49.6117,6.13
L-1264,Luxembourg,49.6117,6.13
L-1265,Luxembourg,49.6117,6.13
L-1266,Luxembourg,49.6117,6.13
L-1267,Luxembourg,49.6117,6.13
L-1268,Luxembourg,49.6117,6.13
L-1269,Luxembourg,49.6117,6.13
L-1270,Luxembourg,49.6117,6.13
L-1271,Luxembourg,49.6117,6.13
L-1272,Luxembourg,49.6117,6.13
L-1273,Luxembourg,49.6117,6.13
L-1274,Howald,49.6117,6.13
L-1275,Luxembourg,49.6117,6.13
L-1276,Luxembourg,49.6117,6.13
L-1277,Luxembourg,49.6117,6.13
L-1278,Luxembourg,49.6117,6.13
L-1279,Luxembourg,49.6117,6.13
L-1280,Luxembourg,49.6117,6.13
L-1310,Luxembourg,49.6117,6.13
L-1311,Luxembourg,49.6117,6.13
L-1312,Luxembourg,49.6117,6.13
L-1313,Luxembourg,49.6117,6.13
L-1314,Luxembourg,49.6117,6.13
L-1315,Luxembourg,49.6117,6.13
L-1316,Luxembourg,49.6117,6.13
L-1317,Luxembourg,49.6117,6.13
L-1318,Luxembourg,49.6117,6.13
L-1319,Luxembourg,49.6117,6.13
L-1320,Luxembourg,49.6117,6.13
L-1321,Luxembourg,49.6117,6.13
L-1322,Luxembourg,49.6117,6.13
L-1323,Luxembourg,49.6117,6.13
L-1324,Luxembourg,49.6117,6.13
L-1325,Luxembourg,49.6117,6.13
L-1326,Luxembourg,49.6117,6.13
L-1327,Luxembourg,49.6117,6.13
L-1328,Luxembourg,49.6117,6.13
L-1329,Luxembourg,49.6117,6.13
L-1330,Luxembourg,49.6117,6.13
L-1331,Luxembourg,49.6117,6.13
L-1332,Luxembourg,49.6117,6.13
L-1333,Luxembourg,49.6117,6.13
L-1334,Luxembourg,49.6117,6.13
L-1335,Luxembourg,49.6117,6.13
L-1336,Luxembourg,49.6117,6.13
L-1337,Luxembourg,49.6117,6.13
L-1338,Luxembourg,49.6117,6.13
L-1339,Luxembourg,49.6117,6.13
L-1340,Luxembourg,49.6117,6.13
L-1341,Luxembourg,49.6117,6.13
L-1342,Luxembourg,49.6117,6.13
L-1343,Luxembourg,49.6117,6.13
L-1344,Luxembourg,49.6117,6.13
L-1345,Luxembourg,49.6117,6.13
L-1346,Luxembourg,49.6117,6.13
L-1347,Luxembourg,49.6117,6.13
L-1348,Luxembourg,49.6117,6.13
L-1349,Luxembourg,49.6117,6.13
L-1350,Howald,49.6117,6.13
L-1351,Luxembourg,49.6117,6.13
L-1352,Luxembourg,49.6117,6.13
L-1353,Howald,49.6117,6.13
L-1354,Luxembourg,49.6117,6.13
L-1355,Luxembourg,49.6117,6.13
L-1356,Luxembourg,49.6117,6.13
L-1357,Luxembourg,49.6117,6.13
L-1358,Luxembourg,49.6117,6.13
L-1359,Luxembourg,49.6117,6.13
L-1360,Senningerberg,49.6117,6.13
L-1361,Luxembourg,49.6117,6.13
L-1362,Luxembourg,49.6117,6.13
L-1363,Howald,49.6117,6.13
L-1364,Luxembourg,49.6117,6.13
L-1365,Luxembourg,49.6117,6.13
L-1366,Luxembourg,49.6117,6.13
L-1367,Luxembourg,49.6156,6.1432
L-1368,Luxembourg,49.6117,6.13
L-1369,Luxembourg,49.6117,6.13
L-1370,Luxembourg,49.6117,6.13
L-1371,Luxembourg,49.6117,6.13
L-1372,Luxembourg,49.6117,6.13
L-1373,Luxembourg,49.6117,6.13
L-1409,Luxembourg,49.6117,6.13
L-1411,Luxembourg,49.6117,6.13
L-1412,Luxembourg,49.6117,6.13
L-1413,Luxembourg,49.6117,6.13
L-1414,Luxembourg,49.6117,6.13
L-1415,Luxembourg,49.6117,6.13
L-1416,Luxembourg,49.6117,6.13
L-1417,Luxembourg,49.6117,6.13
L-1418,Luxembourg,49.6117,6.13
L-1419,Luxembourg,49.6117,6.13
L-1420,Luxembourg,49.6117,6.13
L-1421,Luxembourg,49.6117,6.13
L-1422,Luxembourg,49.6117,6.13
L-1423,Howald,49.6117,6.13
L-1424,Luxembourg,49.6117,6.13
L-1425,Luxembourg,49.6117,6.13
L-1426,Luxembourg,49.6117,6.13
L-1427,Luxembourg,49.6117,6.13
L-1428,Luxembourg,49.6117,6.13
L-1429,Luxembourg,49.6117,6.13
L-1430,Luxembourg,49.6117,6.13
L-1431,Luxembourg,49.6117,6.13
L-1432,Luxembourg,49.6117,6.13
L-1445,Strassen,49.6206,6.0733
L-1448,Senningerberg,49.6146,6.1111
L-1449,Luxembourg,49.6117,6.13
L-1450,Luxembourg,49.6117,6.13
L-1451,Luxembourg,49.6117,6.13
L-1452,Luxembourg,49.6117,6.13
L-1453,Luxembourg,49.6117,6.13
L-1454,Luxembourg,49.6117,6.13
L-1455,Howald,49.6117,6.13
L-1456,Luxembourg,49.6117,6.13
L-1457,Luxembourg,49.6117,6.13
L-1458,Luxembourg,49.6117,6.13
L-1459,Luxembourg,49.6117,6.13
L-1460,Luxembourg,49.6117,6.13
L-1461,Luxembourg,49.6117,6.13
L-1462,Luxembourg,49.6117,6.13
L-1463,Luxembourg,49.6117,6.13
L-1464,Luxembourg,49.6117,6.13
L-1465,Luxembourg,49.6117,6.13
L-1466,Luxembourg,49.6397,6.1471
L-1467,Howald,49.6117,6.13
L-1468,Luxembourg,49.6117,6.13
L-1469,Luxembourg,49.6117,6.13
L-1470,Luxembourg,49.6117,6.13
L-1471,Luxembourg,49.6117,6.13
L-1472,Luxembourg,49.6117,6.13
L-1473,Luxembourg,49.6117,6.13
L-1474,Luxembourg,49.6117,6.13
L-1475,Luxembourg,49.6117,6.13
L-1476,Luxembourg,49.6117,6.13
L-1477,Luxembourg,49.6117,6.13
L-1478,Luxembourg,49.6117,6.13
L-1479,Luxembourg,49.6117,6.13
L-1480,Luxembourg,49.6117,6.13
L-1481,Luxembourg,49.6117,6.13
L-1482,Luxembourg,49.6117,6.13
L-1490,Luxembourg,49.6117,6.13
L-1499,Luxembourg,49.6117,6.13
L-1508,Howald,49.6117,6.13
L-1509,Luxembourg,49.6117,6.13
L-1510,Luxembourg,49.6117,6.13
L-1511,Luxembourg,49.6117,6.13
L-1512,Strassen,49.6206,6.0733
L-1513,Luxembourg,49.6117,6.13
L-1514,Luxembourg,49.6117,6.13
L-1515,Luxembourg,49.6117,6.13
L-1516,Luxembourg,49.6117,6.13
L-1517,Luxembourg,49.6117,6.13
L-1518,Luxembourg,49.6117,6.13
L-1519,Luxembourg,49.6117,6.13
L-1520,Luxembourg,49.6117,6.13
L-1521,Luxembourg,49.6018,6.1271
L-1522,Luxembourg,49.6117,6.13
L-1523,Findel,49.6239,6.2028
L-1524,Luxembourg,49.6117,6.13
L-1525,Luxembourg,49.6117,6.13
L-1526,Luxembourg,49.6117,6.13
L-1527,Luxembourg,49.6117,6.13
L-1528,Luxembourg,49.6117,6.13
L-1529,Luxembourg,49.6117,6.13
L-1530,Luxembourg,49.6117,6.13
L-1531,Luxembourg,49.6117,6.13
L-1532,Luxembourg,49.6117,6.13
L-1533,Luxembourg,49.6117,6.13
L-1534,Luxembourg,49.6117,6.13
L-1535,Luxembourg,49.6117,6.13
L-1536,Luxembourg,49.6117,6.13
L-1537,Luxembourg,49.6117,6.13
L-1538,Luxembourg,49.6117,6.13
L-1539,Luxembourg,49.6117,6.13
L-1540,Luxembourg,49.6117,6.13
L-1541,Luxembourg,49.6117,6.13
L-1542,Luxembourg,49.6117,6.13
L-1543,Luxembourg,49.6117,6.13
L-1544,Luxembourg,49.6117,6.13
L-1545,Luxembourg,49.6117,6.13
L-1546,Luxembourg,49.6117,6.13
L-1547,Luxembourg,49.6117,6.13
L-1610,Luxembourg,49.6117,6.13
L-1611,Luxembourg,49.6023,6.1331
L-1613,Luxembourg,49.6117,6.13
L-1614,Hesperange,49.5681,6.1514
L-1615,Luxembourg,49.6117,6.13
L-1616,Luxembourg,49.6117,6.13
L-1617,Luxembourg,49.6117,6.13
L-1618,Luxembourg,49.6117,6.13
L-1619,Luxembourg,49.6117,6.13
L-1620,Luxembourg,49.6117,6.13
L-1621,Luxembourg,49.6117,6.13
L-1622,Luxembourg,49.6117,6.13
L-1623,Luxembourg,49.6117,6.13
L-1624,Luxembourg,49.6117,6.13
L-1625,Howald,49.6117,6.13
L-1626,Luxembourg,49.6117,6.13
L-1627,Luxembourg,49.6117,6.13
L-1628,Luxembourg,49.6117,6.13
L-1629,Luxembourg,49.6117,6.13
L-1630,Luxembourg,49.6117,6.13
L-1631,Luxembourg,49.6117,6.13
L-1632,Luxembourg,49.6117,6.13
L-1633,Luxembourg,49.6117,6.13
L-1634,Luxembourg,49.6117,6.13
L-1635,Luxembourg,49.6117,6.13
L-1636,Luxembourg,49.6117,6.13
L-1637,Luxembourg,49.6117,6.13
L-1638,Senningerberg,49.6117,6.13
L-1639,Luxembourg,49.6117,6.13
L-1640,Luxembourg,49.6117,6.13
L-1641,Luxembourg,49.6117,6.13
L-1642,Luxembourg,49.6117,6.13
L-1643,Luxembourg,49.6117,6.13
L-1644,Luxembourg,49.6117,6.13
L-1645,Luxembourg,49.6117,6.13
L-1646,Senningerberg,49.6117,6.13
L-1647,Luxembourg,49.6117,6.13
L-1648,Luxembourg,49.611,6.1303
L-1649,Luxembourg,49.6117,6.13
L-1650,Luxembourg,49.6117,6.13
L-1651,Luxembourg,49.6117,6.13
L-1652,Luxembourg,49.6117,6.13
L-1660,Luxembourg,49.6117,6.13
L-1661,Luxembourg,49.6117,6.13
L-1670,Senningerberg,49.6106,6.1305
L-1709,Senningerberg,49.612,6.1319
L-1710,Luxembourg,49.6117,6.13
L-1711,Luxembourg,49.6117,6.13
L-1712,Luxembourg,49.6117,6.13
L-1713,Luxembourg,49.6117,6.13
L-1714,Luxembourg,49.6117,6.13
L-1715,Luxembourg,49.6117,6.13
L-1716,Luxembourg,49.6117,6.13
L-1717,Luxembourg,49.6117,6.13
L-1718,Luxembourg,49.6117,6.13
L-1719,Luxembourg,49.6117,6.13
L-1720,Luxembourg,49.6117,6.13
L-1721,Luxembourg,49.6117,6.13
L-1722,Luxembourg,49.6117,6.13
L-1723,Luxembourg,49.6117,6.13
L-1724,Luxembourg,49.6117,6.13
L-1725,Luxembourg,49.6117,6.13
L-1726,Luxembourg,49.6117,6.13
L-1727,Luxembourg,49.6117,6.13
L-1728,Luxembourg,49.6117,6.13
L-1729,Luxembourg,49.6117,6.13
L-1730,Luxembourg,49.6117,6.13
L-1731,Luxembourg,49.6117,6.13
L-1732,Luxembourg,49.6117,6.13
L-1733,Luxembourg,49.6117,6.13
L-1734,Luxembourg,49.6117,6.13
L-1735,Luxembourg,49.6117,6.13
L-1736,Senningerberg,49.6117,6.13
L-1737,Luxembourg,49.6117,6.13
L-1738,Luxembourg,49.6117,6.13
L-1739,Luxembourg,49.6117,6.13
L-1740,Luxembourg,49.6117,6.13
L-1741,Luxembourg,49.6117,6.13
L-1742,Luxembourg,49.6117,6.13
L-1743,Luxembourg,49.6117,6.13
L-1744,Luxembourg,49.6117,6.13
L-1745,Luxembourg,49.6117,6.13
L-1746,Luxembourg,49.6117,6.13
L-1747,Luxembourg,49.6117,6.13
L-1748,Findel,49.6239,6.2028
L-1749,Howald,49.613,6.1381
L-1750,Luxembourg,49.6186,6.1251
L-1811,Luxembourg,49.6117,6.13
L-1812,Luxembourg,49.6117,6.13
L-1813,Howald,49.6117,6.13
L-1814,Luxembourg,49.6117,6.13
L-1815,Luxembourg,49.6117,6.13
L-1816,Luxembourg,49.6117,6.13
L-1817,Luxembourg,49.6117,6.13
L-1818,Howald,49.6117,6.13
L-1820,Luxembourg,49.6117,6.13
L-1831,Luxembourg,49.6117,6.13
L-1832,Luxembourg,49.6117,6.13
L-1833,Luxembourg,49.6117,6.13
L-1834,Luxembourg,49.6117,6.13
L-1835,Luxembourg,49.6117,6.13
L-1836,Luxembourg,49.6117,6.13
L-1837,Luxembourg,49.6117,6.13
L-1838,Luxembourg,49.6117,6.13
L-1839,Luxembourg,49.6007,6.1309
L-1840,Luxembourg,49.6117,6.13
L-1841,Luxembourg,49.6117,6.13
L-1842,Howald,49.6157,6.1543
L-1843,Findel,49.6239,6.2028
L-1850,Luxembourg,49.6117,6.13
L-1851,Luxembourg,49.6117,6.13
L-1852,Luxembourg,49.6117,6.13
L-1853,Luxembourg,49.6117,6.13
L-1854,Luxembourg,49.6117,6.13
L-1855,Luxembourg,49.6117,6.13
L-1856,Luxembourg,49.6117,6.13
L-1857,Luxembourg,49.6117,6.13
L-1858,Luxembourg,49.6117,6.13
L-1859,Luxembourg,49.6117,6.13
L-1860,Luxembourg,49.6117,6.13
L-1861,Luxembourg,49.6117,6.13
L-1862,Luxembourg,49.6117,6.13
L-1863,Luxembourg,49.6117,6.13
L-1864,Luxembourg,49.6117,6.13
L-1865,Luxembourg,49.6117,6.13
L-1866,Luxembourg,49.6117,6.13
L-1867,Howald,49.6117,6.13
L-1868,Luxembourg,49.6117,6.13
L-1869,Luxembourg,49.6117,6.13
L-1870,Luxembourg,49.6117,6.13
L-1871,Luxembourg,49.6117,6.13
L-1880,Luxembourg,49.6117,6.13
L-1881,Luxembourg,49.6117,6.13
L-1882,Luxembourg,49.6117,6.13
L-1898,Kockelscheuer,49.5611,6.1122
L-1899,Luxembourg,49.6117,6.13
L-1910,Luxembourg,49.6117,6.13
L-1911,Luxembourg,49.6117,6.13
L-1912,Luxembourg,49.6117,6.13
L-1913,Luxembourg,49.6117,6.13
L-1914,Luxembourg,49.6117,6.13
L-1915,Luxembourg,49.6117,6.13
L-1916,Luxembourg,49.6117,6.13
L-1917,Luxembourg,49.6117,6.13
L-1918,Luxembourg,49.6117,6.13
L-1919,Luxembourg,49.6117,6.13
L-1920,Luxembourg,49.6117,6.13
L-1921,Luxembourg,49.6117,6.13
L-1922,Luxembourg,49.6117,6.13
L-1923,Luxembourg,49.6117,6.13
L-1924,Luxembourg,49.6117,6.13
L-1925,Luxembourg,49.6117,6.13
L-1926,Luxembourg,49.6117,6.13
L-1927,Luxembourg,49.6117,6.13
L-1928,Luxembourg,49.6117,6.13
L-1929,Luxembourg,49.6117,6.13
L-1930,Luxembourg,49.6117,6.13
L-1931,Luxembourg,49.6117,6.13
L-1932,Luxembourg,49.6117,6.13
L-1933,Luxembourg,49.6117,6.13
L-1934,Luxembourg,49.6117,6.13
L-1935,Luxembourg,49.6117,6.13
L-1936,Luxembourg,49.6117,6.13
L-1937,Luxembourg,49.6117,6.13
L-1938,Luxembourg,49.6117,6.13
L-1939,Luxembourg,49.6117,6.13
L-1940,Luxembourg,49.6117,6.13
L-1941,Luxembourg,49.6117,6.13
L-1942,Luxembourg,49.6117,6.13
L-1943,Luxembourg,49.6117,6.13
L-1944,Luxembourg,49.6117,6.13
L-1945,Luxembourg,49.6117,6.13
L-1946,Luxembourg,49.6117,6.13
L-1947,Luxembourg,49.6117,6.13
L-1948,Luxembourg,49.6117,6.13
L-1949,Howald,49.6117,6.13
L-1950,Luxembourg,49.6117,6.13
L-1951,Luxembourg,49.6117,6.13
L-1952,Luxembourg,49.6117,6.13
L-1953,Luxembourg,49.6117,6.13
L-1954,Luxembourg,49.6117,6.13
L-2010,Luxembourg,49.6117,6.13
L-2011,Luxembourg,49.6117,6.13
L-2012,Luxembourg,49.6117,6.13
L-2013,Luxembourg,49.6117,6.13
L-2014,Luxembourg,49.6117,6.13
L-2015,Luxembourg,49.6208,6.144
L-2016,Luxembourg,49.6117,6.13
L-2017,Luxembourg,49.6117,6.13
L-2018,Luxembourg,49.6117,6.13
L-2019,Luxembourg,49.6117,6.13
L-2020,Luxembourg,49.6117,6.13
L-2085,Luxembourg,49.6117,6.13
L-2086,Luxembourg,49.6117,6.13
L-2087,Luxembourg,49.6117,6.13
L-2088,Luxembourg,49.6117,6.13
L-2089,Luxembourg,49.6117,6.13
L-2090,Luxembourg,49.6117,6.13
L-2091,Luxembourg,49.6117,6.13
L-2092,Luxembourg,49.6117,6.13
L-2093,Luxembourg,49.6117,6.13
L-2094,Luxembourg,49.6117,6.13
L-2095,Luxembourg,49.6117,6.13
L-2096,Luxembourg,49.6117,6.13
L-2097,Luxembourg,49.6117,6.13
L-2098,Luxembourg,49.6117,6.13
L-2099,Luxembourg,49.6117,6.13
L-2111,Luxembourg,49.6117,6.13
L-2112,Howald,49.6117,6.13
L-2113,Luxembourg,49.6117,6.13
L-2114,Luxembourg,49.6117,6.13
L-2115,Luxembourg,49.6117,6.13
L-2116,Luxembourg,49.6117,6.13
L-2117,Luxembourg,49.6117,6.13
L-2118,Luxembourg,49.6117,6.13
L-2119,Luxembourg,49.6117,6.13
L-2120,Luxembourg,49.6117,6.13
L-2121,Luxembourg,49.6117,6.13
L-2122,Luxembourg,49.6117,6.13
L-2123,Luxembourg,49.6117,6.13
L-2124,Luxembourg,49.6117,6.13
L-2125,Luxembourg,49.6117,6.13
L-2127,Luxembourg,49.6117,6.13
L-2128,Luxembourg,49.6117,6.13
L-2129,Howald,49.6117,6.13
L-2130,Luxembourg,49.6117,6.13
L-2131,Luxembourg,49.6117,6.13
L-2132,Luxembourg,49.6065,6.121
L-2133,Luxembourg,49.6117,6.13
L-2134,Luxembourg,49.6117,6.13
L-2135,Luxembourg,49.6117,6.13
L-2137,Luxembourg,49.6117,6.13
L-2138,Luxembourg,49.6117,6.13
L-2140,Luxembourg,49.6117,6.13
L-2141,Luxembourg,49.6117,6.13
L-2142,Luxembourg,49.6117,6.13
L-2143,Luxembourg,49.6117,6.13
L-2144,Luxembourg,49.6117,6.13
L-2145,Luxembourg,49.6117,6.13
L-2146,Luxembourg,49.6117,6.13
L-2147,Luxembourg,49.6117,6.13
L-2148,Luxembourg,49.6117,6.13
L-2149,Luxembourg,49.6117,6.13
L-2150,Luxembourg,49.6117,6.13
L-2151,Luxembourg,49.6117,6.13
L-2152,Luxembourg,49.6117,6.13
L-2153,Luxembourg,49.6117,6.13
L-2154,Luxembourg,49.6117,6.13
L-2155,Luxembourg,49.6117,6.13
L-2156,Luxembourg,49.6117,6.13
L-2157,Luxembourg,49.6117,6.13
L-2158,Luxembourg,49.6117,6.13
L-2159,Luxembourg,49.6117,6.13
L-2160,Luxembourg,49.6117,6.13
L-2161,Luxembourg,49.6117,6.13
L-2162,Luxembourg,49.6117,6.13
L-2163,Luxembourg,49.6117,6.13
L-2164,Luxembourg,49.6117,6.13
L-2165,Luxembourg,49.6117,6.13
L-2166,Luxembourg,49.6117,6.13
L-2167,Luxembourg,49.6117,6.13
L-2168,Luxembourg,49.6117,6.13
L-2169,Luxembourg,49.6117,6.13
L-2170,Senningerberg,49.6117,6.13
L-2171,Luxembourg,49.6117,6.13
L-2172,Luxembourg,49.6117,6.13
L-2173,Luxembourg,49.6117,6.13
L-2174,Luxembourg,49.6117,6.13
L-2175,Luxembourg,49.6117,6.13
L-2176,Luxembourg,49.6117,6.13
L-2177,Luxembourg,49.6117,6.13
L-2178,Luxembourg,49.6117,6.13
L-2179,Luxembourg,49.6117,6.13
L-2180,Luxembourg,49.6117,6.13
L-2181,Luxembourg,49.6117,6.13
L-2210,Luxembourg,49.6117,6.13
L-2211,Luxembourg,49.6117,6.13
L-2212,Luxembourg,49.6117,6.13
L-2213,Luxembourg,49.6117,6.13
L-2214,Luxembourg,49.6117,6.13
L-2220,Luxembourg,49.6117,6.13
L-2221,Luxembourg,49.6117,6.13
L-2222,Luxembourg,49.6117,6.13
L-2223,Luxembourg,49.6117,6.13
L-2224,Luxembourg,49.6117,6.13
L-2225,Luxembourg,49.6117,6.13
L-2226,Luxembourg,49.6117,6.13
L-2227,Luxembourg,49.6117,6.13
L-2228,Luxembourg,49.6117,6.13
L-2229,Luxembourg,49.6117,6.13
L-2230,Luxembourg,49.6013,6.1335
L-2231,Luxembourg,49.6117,6.13
L-2232,Luxembourg,49.6117,6.13
L-2233,Luxembourg,49.6117,6.13
L-2240,Luxembourg,49.6117,6.13
L-2241,Luxembourg,49.6117,6.13
L-2261,Luxembourg,49.6117,6.13
L-2262,Luxembourg,49.6117,6.13
L-2263,Luxembourg,49.6117,6.13
L-2264,Luxembourg,49.6117,6.13
L-2265,Luxembourg,49.6117,6.13
L-2266,Luxembourg,49.6117,6.13
L-2267,Luxembourg,49.6117,6.13
L-2268,Luxembourg,49.6117,6.13
L-2269,Luxembourg,49.6117,6.13
L-2270,Luxembourg,49.6117,6.13
L-2271,Luxembourg,49.6117,6.13
L-2272,Howald,49.6117,6.13
L-2273,Luxembourg,49.6117,6.13
L-2308,Luxembourg,49.6117,6.13
L-2309,Luxembourg,49.6117,6.13
L-2310,Luxembourg,49.6117,6.13
L-2311,Luxembourg,49.6117,6.13
L-2312,Luxembourg,49.6117,6.13
L-2313,Luxembourg,49.6117,6.13
L-2314,Luxembourg,49.6117,6.13
L-2315,Senningerberg,49.6117,6.13
L-2316,Luxembourg,49.6117,6.13
L-2317,Howald,49.6117,6.13
L-2318,Luxembourg,49.6117,6.13
L-2319,Howald,49.6117,6.13
L-2320,Luxembourg,49.6117,6.13
L-2322,Luxembourg,49.6117,6.13
L-2323,Luxembourg,49.6117,6.13
L-2324,Luxembourg,49.6117,6.13
L-2326,Luxembourg,49.6117,6.13
L-2327,Luxembourg,49.6117,6.13
L-2328,Luxembourg,49.6117,6.13
L-2329,Luxembourg,49.6117,6.13
L-2330,Luxembourg,49.6117,6.13
L-2331,Luxembourg,49.6117,6.13
L-2332,Luxembourg,49.6117,6.13
L-2333,Luxembourg,49.6117,6.13
L-2334,Luxembourg,49.6117,6.13
L-2335,Luxembourg,49.6117,6.13
L-2336,Luxembourg,49.6117,6.13
L-2337,Luxembourg,49.6117,6.13
L-2338,Luxembourg,49.6117,6.13
L-2339,Luxembourg,49.6117,6.13
L-2340,Luxembourg,49.6117,6.13
L-2341,Luxembourg,49.6117,6.13
L-2342,Luxembourg,49.6117,6.13
L-2343,Luxembourg,49.6117,6.13
L-2344,Luxembourg,49.6117,6.13
L-2345,Luxembourg,49.6117,6.13
L-2346,Luxembourg,49.6117,6.13
L-2347,Luxembourg,49.6117,6.13
L-2348,Luxembourg,49.6117,6.13
L-2349,Luxembourg,49.6117,6.13
L-2350,Luxembourg,49.6117,6.13
L-2351,Luxembourg,49.6117,6.13
L-2352,Luxembourg,49.6117,6.13
L-2353,Luxembourg,49.6117,6.13
L-2354,Luxembourg,49.6117,6.13
L-2355,Luxembourg,49.6117,6.13
L-2356,Luxembourg,49.6117,6.13
L-2357,Senningerberg,49.6117,6.13
L-2358,Luxembourg,49.6117,6.13
L-2359,Luxembourg,49.6117,6.13
L-2360,Luxembourg,49.6117,6.13
L-2361,Luxembourg,49.6117,6.13
