Postal Code,Place Name,State,State Abbreviation,City,Latitude,Longitude
13930,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13932,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13933,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13934,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13935,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13936,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13940,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13941,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13950,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13951,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13952,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13953,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13954,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13955,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13956,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13960,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
13990,Värmdö,Stockholm,AB,Värmdö,59.35,18.5
17500,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17504,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17506,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17508,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17526,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17527,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17529,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17541,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17543,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17544,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17545,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17546,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17547,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17548,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17549,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17550,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17551,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17552,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17553,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17554,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17555,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17556,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17557,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17560,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17561,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17562,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17563,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17564,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17565,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17566,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17567,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17568,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17569,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17579,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17580,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17584,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17588,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17589,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17600,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17602,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17627,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17668,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17669,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17670,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17671,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17672,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17673,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17674,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17675,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17676,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17677,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17680,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17710,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17721,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17722,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17723,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17724,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17725,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17728,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17730,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17731,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17732,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17733,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17734,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17735,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17736,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17737,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17738,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17739,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17740,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17741,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17742,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17750,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17751,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17752,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17753,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17754,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17755,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17756,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17757,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17758,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17759,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17760,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17761,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17762,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17763,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17764,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17770,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17771,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17780,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17781,Järfälla,Stockholm,AB,Järfälla,59.3501,17.9658
17800,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17802,Drottningholm,Stockholm,AB,Ekerö,59.3251,17.8878
17821,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17822,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17823,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17824,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17830,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17831,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17832,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17833,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17834,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17835,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17836,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17837,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17838,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17839,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17840,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17851,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17852,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17853,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17854,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17890,Ekerö,Stockholm,AB,Ekerö,59.291,17.8121
17891,Munsö,Stockholm,AB,Ekerö,59.3081,17.85
17892,Adelsö,Stockholm,AB,Ekerö,59.3081,17.85
17893,Drottningholm,Stockholm,AB,Ekerö,59.3251,17.8878
17903,Stenhamra,Stockholm,AB,Ekerö,59.3333,17.6667
17904,Färentuna,Stockholm,AB,Ekerö,59.35,17.7
17905,Svartsjö,Stockholm,AB,Ekerö,59.3667,17.7333
17960,Stenhamra,Stockholm,AB,Ekerö,59.3333,17.6667
17961,Stenhamra,Stockholm,AB,Ekerö,59.3333,17.6667
17962,Stenhamra,Stockholm,AB,Ekerö,59.3333,17.6667
17963,Stenhamra,Stockholm,AB,Ekerö,59.3333,17.6667
17965,Stenhamra,Stockholm,AB,Ekerö,59.3333,17.6667
17975,Skå,Stockholm,AB,Ekerö,59.3333,17.7333
17995,Svartsjö,Stockholm,AB,Ekerö,59.3667,17.7333
17996,Svartsjö,Stockholm,AB,Ekerö,59.3667,17.7333
17997,Färentuna,Stockholm,AB,Ekerö,59.3667,17.7333
17998,Färentuna,Stockholm,AB,Ekerö,59.3667,17.7333
12755,Skärholmen,Stockholm,AB,Huddinge,59.2755,17.902
12784,Skärholmen,Stockholm,AB,Huddinge,59.2755,17.902
14100,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14101,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14102,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14104,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14105,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14106,Kungens Kurva,Stockholm,AB,Huddinge,59.237,17.9819
14107,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14109,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14112,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14118,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14121,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14122,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14123,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14124,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14125,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14126,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14127,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14128,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14130,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14131,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14132,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14133,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14134,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14135,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14137,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14138,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14139,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14140,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14141,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14142,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14143,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14144,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14145,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14146,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14147,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14148,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14149,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14150,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14151,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14152,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14153,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14154,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14155,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14156,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14157,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14159,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14160,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14161,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14162,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14170,Segeltorp,Stockholm,AB,Huddinge,59.2833,17.9333
14171,Segeltorp,Stockholm,AB,Huddinge,59.2833,17.9333
14172,Segeltorp,Stockholm,AB,Huddinge,59.2833,17.9333
14173,Segeltorp,Stockholm,AB,Huddinge,59.2833,17.9333
14175,Kungens Kurva,Stockholm,AB,Huddinge,59.2833,17.9333
14181,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14183,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14184,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14185,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14187,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14188,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14189,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14191,Huddinge,Stockholm,AB,Huddinge,59.237,17.9819
14200,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14202,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14221,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14222,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14225,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14229,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14230,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14231,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14232,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14233,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14234,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14235,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14240,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14241,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14242,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14243,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14250,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14251,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14252,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14253,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14260,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14261,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14262,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14263,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14264,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14265,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14266,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14281,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14282,Trångsund,Stockholm,AB,Huddinge,59.2333,18.1333
14291,Skogås,Stockholm,AB,Huddinge,59.2167,18.15
14300,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14301,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14303,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14330,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14331,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14332,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14335,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14340,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14341,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14342,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14343,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14344,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14345,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14347,Vårby,Stockholm,AB,Huddinge,59.2667,17.8833
14500,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14501,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14502,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14503,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14504,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14550,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14551,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14552,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14553,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14556,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14557,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14558,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14559,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14560,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14563,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14564,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14565,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14567,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
14568,Norsborg,Stockholm,AB,Botkyrka,59.25,17.7833
