Postal Code,Place Name,County,Latitude,Longitude
20015,Želva,Ukmerg?s r. sav.,55.2167,25.1
20018,Palauk?n?li? k.,Ukmerg?s r. sav.,55.2333,24.925
20021,Šešuoliai,Ukmerg?s r. sav.,55.1833,24.95
20024,Raguvos k.,Ukmerg?s r. sav.,55.175,24.8583
20027,Pabaisko,Ukmerg?s r. sav.,55.1667,24.7667
20030,Kulniški? k.,Ukmerg?s r. sav.,55.15,24.5667
20036,Vepriai,Ukmerg?s r. sav.,55.15,24.5667
20039,Pakaln?s k.,Ukmerg?s r. sav.,55.15,24.5667
20042,Deltuva,Ukmerg?s r. sav.,55.2333,24.6667
20045,Siesikai,Ukmerg?s r. sav.,55.3,24.5
20054,Viškoni? k.,Ukmerg?s r. sav.,55.4,24.75
20057,Prausli? k.,Ukmerg?s r. sav.,55.3,24.8667
20060,Berzgaini? k.,Ukmerg?s r. sav.,55.3,24.9667
20063,Griežioni? k.,Ukmerg?s r. sav.,55.2667,24.95
20066,Kauš? k.,Ukmerg?s r. sav.,55.2833,24.9583
21001,Petk?niški? k.,Trak? r. sav.,54.6333,24.9333
21007,Dobrovol?s k.,Trak? r. sav.,54.6333,24.9333
21013,Paežer?li? k.,Trak? r. sav.,54.5167,24.8333
21016,Bajambali? k.,Trak? r. sav.,54.5167,24.8333
21019,Samnink? k.,Trak? r. sav.,54.5167,24.8333
21025,Onuškis,Trak? r. sav.,54.4833,24.6
21034,Aukštadvaris,Trak? r. sav.,54.5833,24.5333
21040,Bogudzenkos k.,Trak? r. sav.,54.6667,24.6667
21043,Semelišk?s,Elektr?n? sav.,54.6667,24.6667
21046,Bendri? k.,Elektr?n? sav.,54.6667,24.6667
21049,Toleiki? k.,Elektr?n? sav.,54.6667,24.6667
21055,Zapalinos k.,Elektr?n? sav.,54.7667,24.8
21058,Vievis,Elektr?n? sav.,54.7667,24.8
21063,Selioviški? k.,Trak? r. sav.,54.6083,24.7278
21066,Jag?loni? k.,Elektr?n? sav.,54.6083,24.7278
21069,Kareivoni? k.,Elektr?n? sav.,54.6083,24.7278
21072,Jaroslaviški? k.,Trak? r. sav.,54.6083,24.7278
25001,Kulokiški? k.,Trak? r. sav.,54.6667,25.1833
26001,Vilkiški? k.,Elektr?n? sav.,54.7667,24.6333
27001,Nerav? k.,Vilniaus r. sav.,54.6833,25.2
28001,Voveryn?s vs.,Utenos r. sav.,55.5,25.6
28012,St?gli? k.,Utenos r. sav.,55.45,25.8167
28015,Kemešio k.,Utenos r. sav.,55.4167,25.8167
28018,Saldutiškis,Utenos r. sav.,55.35,25.8167
28021,Kuktišk?s,Utenos r. sav.,55.4,25.6667
28024,Ežerai?i? k.,Utenos r. sav.,55.5083,25.475
28027,Šaltupio k.,Utenos r. sav.,55.6167,25.2833
28030,Stark? k.,Utenos r. sav.,55.6,25.5
28033,Kupri? k.,Utenos r. sav.,55.65,25.5833
28039,Sal? k.,Utenos r. sav.,55.5833,25.6833
28042,Taukeli? k.,Utenos r. sav.,55.6,25.8333
28045,Degu?i? k.,Utenos r. sav.,55.6,25.8333
28048,Velbiški? k.,Utenos r. sav.,55.6,25.8333
29001,Anykš?iai,Anykš?i? r. sav.,55.5256,25.1026
29006,Bebarzdži? k.,Anykš?i? r. sav.,55.5256,25.1026
29012,Skiemonys,Anykš?i? r. sav.,55.4167,25.2667
29015,Antanavos k.,Anykš?i? r. sav.,55.4167,25.1167
29018,Varguli? k.,Anykš?i? r. sav.,55.4167,25.1917
29021,Dilarviet?s k.,Anykš?i? r. sav.,55.4333,24.9167
29030,Šapio k.,Anykš?i? r. sav.,55.5167,24.75
29033,Motiej?n? k.,Anykš?i? r. sav.,55.6,24.85
29036,Vilkatup?s k.,Anykš?i? r. sav.,55.6667,24.8167
29039,Šil? k.,Anykš?i? r. sav.,55.7,24.9833
29042,Butkiški? k.,Anykš?i? r. sav.,55.6,25.05
29045,Vaitk?n? ll k.,Anykš?i? r. sav.,55.6833,25.3667
29048,Sv?dasai,Anykš?i? r. sav.,55.6833,25.3667
29051,Mi?ioni? k.,Anykš?i? r. sav.,55.5833,25.3167
29054,Debeikiai,Anykš?i? r. sav.,55.5833,25.3167
30001,Šakarvos k.,Ignalinos r. sav.,55.35,26.1667
30006,Didžiasalio k.,Ignalinos r. sav.,55.3333,26.3833
30009,Tvere?ius,Ignalinos r. sav.,55.3167,26.6
30012,Bernot? k.,Ignalinos r. sav.,55.25,26.4333
30015,Basišk?s k.,Ignalinos r. sav.,55.25,26.4333
30018,Leleik? k.,Ignalinos r. sav.,55.25,26.4333
30024,Darželi? k.,Ignalinos r. sav.,55.3967,26.3933
30027,Palmajos k.,Ignalinos r. sav.,55.3967,26.3933
30030,Rimš?n? k.,Ignalinos r. sav.,55.3967,26.3933
30033,Gubav?l?s k.,Ignalinos r. sav.,55.3967,26.3933
30036,Tolim?n? k.,Ignalinos r. sav.,55.3967,26.3933
30039,Daržinink? k.,Ignalinos r. sav.,55.3967,26.3933
30042,Antanavo k.,Ignalinos r. sav.,55.5333,26.3333
30045,Stašioni? k.,Ignalinos r. sav.,55.5333,26.4333
30048,Lisišk?s ll k.,Ignalinos r. sav.,55.5333,26.3833
30051,Mateikišk?s k.,Ignalinos r. sav.,55.3967,26.3933
30054,Petronišk?s k.,Ignalinos r. sav.,55.3967,26.3933
31001,Visaginas,Visagino sav.,55.6,26.4167
31007,Visaginas,Visagino sav.,55.6,26.4167
32001,Andrej?n? k.,Zaras? r. sav.,55.7333,26.25
32004,Turmantas,Zaras? r. sav.,55.7,26.45
32007,Nori?n? k.,Zaras? r. sav.,55.5833,26.1333
32010,Pažemio k.,Zaras? r. sav.,55.6667,25.85
32013,Antaliept?,Zaras? r. sav.,55.6667,25.85
32016,Šk?g? k.,Zaras? r. sav.,55.6667,25.85
32019,Paveis?j? k.,Zaras? r. sav.,55.6667,25.85
32022,Medoliški? k.,Zaras? r. sav.,55.75,25.85
32028,Samani? k.,Zaras? r. sav.,55.75,25.85
32029,Dusetos,Zaras? r. sav.,55.75,25.85
32032,Asavyt? k.,Zaras? r. sav.,55.6867,26.1067
33001,Šeštokiški? k.,Mol?t? r. sav.,55.2333,25.4167
33004,Strižau?iški? k.,Mol?t? r. sav.,55.2,25.4833
33007,Goli? k.,Mol?t? r. sav.,55.1667,25.55
33010,Antašvent?s k.,Mol?t? r. sav.,55.1851,25.3767
33016,Maci?niškio k.,Mol?t? r. sav.,55.1851,25.3767
33019,Smaili? k.,Mol?t? r. sav.,55.1851,25.3767
33022,Graniški? k.,Mol?t? r. sav.,55.0667,25.45
33025,Pušaloto k.,Mol?t? r. sav.,55.0772,25.2601
33028,Šešuoli? k.,Mol?t? r. sav.,55.0719,25.3551
33031,Videniškiai,Mol?t? r. sav.,55.2167,25.2833
33034,Balninkai,Mol?t? r. sav.,55.2833,25.2917
33037,Alanta,Mol?t? r. sav.,55.35,25.3
33040,Šlapi? k.,Mol?t? r. sav.,55.1851,25.3767
33043,Baruvkos k.,Mol?t? r. sav.,55.1851,25.3767
33046,Žaroniškio k.,Mol?t? r. sav.,55.1851,25.3767
33049,Purv?n? k.,Mol?t? r. sav.,55.1851,25.3767
35001,Kurši? k.,Panev?žio r. sav.,55.7083,24.4417
36001,Panev?žys,Panev?žio m. sav.,55.7333,24.35
36010,Šilagalio k.,Panev?žio r. sav.,55.7333,24.35
37001,Molaini? k.,Panev?žio r. sav.,55.7333,24.35
37005,Panev?žys,Panev?žio m. sav.,55.7333,24.35
37010,SB „Vyturys“,Panev?žio r. sav.,55.7333,24.35
38007,Panev?žys,Panev?žio m. sav.,55.7333,24.35
38010,Git?n? k.,Panev?žio r. sav.,55.5167,24.5667
38013,Bedri? k.,Panev?žio r. sav.,55.525,24.6
38016,Dembavos vienk.,Panev?žio r. sav.,55.5167,24.5667
38019,Paežerio k.,Panev?žio r. sav.,55.5,24.5
38031,Vaidil? k.,Panev?žio r. sav.,55.5167,24.3
38037,Linkau?i? k.,Panev?žio r. sav.,55.5167,24.3
38040,Kibiškio k.,Panev?žio r. sav.,55.6167,24.125
38043,Krivuli? k.,Panev?žio r. sav.,55.55,24.1
38046,Vilk? k.,Panev?žio r. sav.,55.6167,24.125
38049,Vadakt?li? k.,Panev?žio r. sav.,55.6833,24.15
38052,Ber?i?n? vienk.,Panev?žio r. sav.,55.7333,24.35
38055,Smilgiai,Panev?žio r. sav.,55.8,24.0167
38064,Šešk? k.,Panev?žio r. sav.,55.6485,24.3652
38067,Birželi? k.,Panev?žio r. sav.,55.6485,24.3652
38070,Pinig?li? k.,Panev?žio r. sav.,55.8333,24.7
38079,Geležiai,Panev?žio r. sav.,55.8333,24.7
38082,Martyniški? k.,Panev?žio r. sav.,55.7333,24.35
39001,Žiliži? k.,Pasvalio r. sav.,56.0594,24.4036
39006,Dvareliški? k.,Pasvalio r. sav.,55.9667,24.5167
39012,Rink?n? k.,Pasvalio r. sav.,55.9167,24.4
39015,Valmoni? k.,Pasvalio r. sav.,55.9167,24.25
39027,Narteiki? k.,Pasvalio r. sav.,56.0253,24.1689
39034,Dovyd? k.,Pasvalio r. sav.,56.1667,24.2108
39040,Nori? k.,Pasvalio r. sav.,56.2278,24.4106
39049,Salo?iai,Pasvalio r. sav.,56.2278,24.4106
39052,Paežer?li? k.,Pasvalio r. sav.,56.0831,24.5256
39055,Krin?inas,Pasvalio r. sav.,56.0831,24.5256
39058,Jutiški? k.,Pasvalio r. sav.,56.0831,24.5256
40001,Kupiškis,Kupiškio r. sav.,55.8333,24.9667
40018,Kalnelio k.,Kupiškio r. sav.,55.7333,25.15
40030,Žv?ri? k.,Kupiškio r. sav.,55.8,24.8833
40033,Žvirblioni? k.,Kupiškio r. sav.,55.7333,24.7833
40049,Žiog? k.,Kupiškio r. sav.,55.8833,25.2
40055,Druski? k.,Kupiškio r. sav.,55.9333,24.9
40056,Žili? k.,Kupiškio r. sav.,55.9333,24.9
41001,Balzieriškio k.,Birž? r. sav.,56.2,24.75
41012,Šniurkiški? k.,Birž? r. sav.,56.1167,25
41033,Vabalninkas,Birž? r. sav.,55.9667,24.75
41040,Pabirž?,Birž? r. sav.,56.1858,24.6367
41058,Pagoj? k.,Birž? r. sav.,56.3964,24.7706
41062,Peleniški? k.,Birž? r. sav.,56.1511,24.8122
41071,Lo?er? k.,Birž? r. sav.,56.0411,24.9661
41072,?eniški? k.,Birž? r. sav.,56.0411,24.9661
41073,Kupreliškis,Birž? r. sav.,56.0411,24.9661
42001,Bryzgi? k.,Rokiškio r. sav.,55.9667,25.5833
42006,Pakriauni? k.,Rokiškio r. sav.,55.9333,25.8
42013,G?geliškio k.,Rokiškio r. sav.,55.7833,25.6833
42016,J?žintai,Rokiškio r. sav.,55.7833,25.6833
42022,Kari?n? k.,Rokiškio r. sav.,55.8167,25.5
42025,Pro?ki? k.,Rokiškio r. sav.,55.75,25.5167
42028,Vaitk?n? k.,Rokiškio r. sav.,55.8167,25.3667
42031,Bajoriški? k.,Rokiškio r. sav.,55.9167,25.4833
42034,Serapiniškio k.,Rokiškio r. sav.,55.9167,25.4833
42041,Pand?lys,Rokiškio r. sav.,56.0167,25.2167
42063,Kuki? k.,Rokiškio r. sav.,56.0833,25.6167
42069,Vikoni? k.,Rokiškio r. sav.,56.1056,25.3278
44001,Naujasodžio k.,Kauno r. sav.,54.9,23.9
44037,Kaunas,Kauno m. sav.,54.9,23.9
45001,Kaunas,Kauno m. sav.,54.9,23.9
45009,SB „Dubrava“,Kauno r. sav.,54.9,23.9
46001,SB „Jiesia“,Kauno r. sav.,54.9,23.9
46005,SB „Freda“,Kauno m. sav.,54.9,23.9
47001,Kaunas,Kauno m. sav.,54.9,23.9
47009,SB „Pušyn?lis“,Kauno m. sav.,54.9,23.9
47015,Kumpi? k.,Kauno r. sav.,54.9,23.9
48001,Kaunas,Kauno m. sav.,54.9,23.9
48005,SB „Panerys“,Kauno m. sav.,54.9,23.9
48009,Kaunas,Kauno m. sav.,54.9,23.9
49001,Kaunas,Kauno m. sav.,54.9,23.9
50001,Kaunas,Kauno m. sav.,54.9,23.9
50019,Kaunas,Kauno m. sav.,54.9,23.9
51001,SB „Dainava“,Kauno m. sav.,54.9,23.9
52001,SB „Amaliai“,Kauno m. sav.,54.9,23.9
52005,Kaunas,Kauno m. sav.,54.9,23.9
53015,SB „Pamarys“,Kauno r. sav.,54.95,23.7604
53021,SB „Skardis“,Kauno r. sav.,54.95,23.7604
53030,Jonu?i? k.,Kauno r. sav.,54.8583,23.8833
53056,Padainupio k.,Kauno r. sav.,54.95,23.7604
53067,Miriniški? k.,Kauno r. sav.,55.4,23.8667
53079,Durpyno k.,Kauno r. sav.,54.8833,23.6167
53083,SB „Agrochemija“,Kauno r. sav.,54.9167,23.6667
53088,Luobin?s k.,Kauno r. sav.,54.875,23.7833
53093,Virbali?n? k.,Kauno r. sav.,54.9333,23.6
54001,D?mino k.,Kauno r. sav.,55.0667,23.8119
54011,Žvirgžd?s k.,Kauno r. sav.,55.075,23.6583
54015,Karalgiris,Kauno r. sav.,55.1,23.7333
54046,Teklinavos k.,Kauno r. sav.,55.1667,23.5167
54050,Pav?juonio k.,Kauno r. sav.,55.1,23.8
54055,SB „Vanagyn?“,Kauno r. sav.,55.1,23.8
54059,Dirvini? k.,Kauno r. sav.,55.1,23.8
54066,Radiki? k.,Kauno r. sav.,55.0667,23.8119
54073,Antoniški? k.,Kauno r. sav.,55.1167,23.9667
54078,Stavidvario k.,Kauno r. sav.,54.9667,24.0167
54085,Martinavos k.,Kauno r. sav.,54.9667,24.0667
54093,Neveroni? k.,Kauno r. sav.,55.0667,23.8119
55001,Palok?s k.,Jonavos r. sav.,55.1,24.1333
55014,Jonava,Jonavos r. sav.,55.0833,24.2833
55022,Jonalaukio k.,Jonavos r. sav.,55.05,24.4
55025,Kamšal? k.,Jonavos r. sav.,55.05,24.4
55041,SB „Ridikas“,Jonavos r. sav.,55.1167,24.2667
55044,Guldyn? k.,Jonavos r. sav.,55.1167,24.2667
55052,Kulvos k.,Jonavos r. sav.,55.1833,24.4333
55066,Liubavišk?s k.,Jonavos r. sav.,55.1833,24.2167
55096,Sergiejevkos k.,Jonavos r. sav.,55.1167,24.2667
56001,Kaunas,Kauno m. sav.,54.9,23.9
56017,Grauž? k.,Kaišiadori? r. sav.,54.8,24.45
56028,Kubili? k.,Kaišiadori? r. sav.,54.8417,24.3056
56037,Daktariški? k.,Kaišiadori? r. sav.,54.7667,24.2333
56040,Rusoni? k.,Kaišiadori? r. sav.,54.85,24.2
56048,Pravieniški? ll k.,Kaišiadori? r. sav.,54.85,24.2
56054,Lomeni? k.,Kaišiadori? r. sav.,54.8417,24.3056
56060,Žasliai,Kaišiadori? r. sav.,54.8667,24.6
56063,Žaliojo Rago k.,Kaišiadori? r. sav.,54.8667,24.6
57001,K?dainiai,K?daini? r. sav.,55.2883,23.9747
57005,K?dainiai,K?daini? r. sav.,55.2883,23.9747
58005,Traku?i? k.,K?daini? r. sav.,55.2833,24.25
58011,Beinai?i? k.,K?daini? r. sav.,55.25,23.8333
58014,Si?ioni? k.,K?daini? r. sav.,55.25,23.8333
58017,Vainik? k.,K?daini? r. sav.,55.25,23.8333
58026,Preikap?s k.,K?daini? r. sav.,55.2664,23.6433
58032,?žuolyt?s k.,K?daini? r. sav.,55.4,23.7333
58038,Vikai?i? k.,K?daini? r. sav.,55.5167,23.8
58047,Surviliškis,K?daini? r. sav.,55.45,24.0333
58050,Šlapaberž?s k.,K?daini? r. sav.,55.375,23.8833
58053,Akademija,K?daini? r. sav.,55.4,23.8667
58057,Dotnuva,K?daini? r. sav.,55.35,23.9
58063,SB „Vasarišk?s“,K?daini? r. sav.,55.4333,24.2333
58066,Lan?i?navos k.,K?daini? r. sav.,55.4333,24.2333
58069,Ramygolkos k.,K?daini? r. sav.,55.4333,24.2333
58072,Pagiriai,K?daini? r. sav.,55.35,24.4
59001,Važatkeimio k.,Prien? r. sav.,54.6444,23.9944
59009,Vanag? k.,Birštono sav.,54.6167,24.0333
59015,Medžiuk? k.,Prien? r. sav.,54.5333,23.8833
59021,Griškamurgio k.,Prien? r. sav.,54.6458,23.9792
59027,Šilavoto k.,Prien? r. sav.,54.6458,23.9792
59030,Šim?li? k.,Prien? r. sav.,54.7667,23.7167
59033,Padre?i? k.,Prien? r. sav.,54.7667,23.7167
59037,Mogišk?s k.,Prien? r. sav.,54.7667,23.7167
59040,Vang? k.,Prien? r. sav.,54.7167,24.05
59052,Juodupio k.,Prien? r. sav.,54.6,24.1667
59055,Geruli? k.,Prien? r. sav.,54.6,24.1667
59058,Jieznas,Prien? r. sav.,54.6,24.1667
60001,Daugod? k.,Raseini? r. sav.,55.3736,23.1217
60010,Maskvit? k.,Raseini? r. sav.,55.2667,23.4667
60019,Ariogala,Raseini? r. sav.,55.2667,23.4667
60028,Pagraužio k.,Raseini? r. sav.,55.3167,23.2167
60031,Žievelišk?s k.,Raseini? r. sav.,55.4031,22.8981
60034,Apusin? k.,Raseini? r. sav.,55.4031,22.8981
60037,Vidukl?,Raseini? r. sav.,55.4031,22.8981
60040,Nemakš?iai,Raseini? r. sav.,55.4289,22.7775
60043,Didv?jo k.,Raseini? r. sav.,55.4708,22.9292
60046,Kalviški? k.,Raseini? r. sav.,55.5128,23.0808
60049,Darbutiški? k.,Raseini? r. sav.,55.4708,22.9292
60052,Varkali? k.,Raseini? r. sav.,55.5333,23.2333
60055,Maižiški? k.,Raseini? r. sav.,55.4833,23.3333
60058,Akstin? k.,Raseini? r. sav.,55.5083,23.2833
60061,Belazarišk?s k.,Raseini? r. sav.,55.4148,23.141
60070,Gintu?i? k.,Raseini? r. sav.,55.4148,23.141
62001,Jurgelianka,Alytaus r. sav.,54.4,24.05
62014,Užubali? k.,Alytaus r. sav.,54.4,24.05
63001,Alytus,Alytaus m. sav.,54.4,24.05
64001,Kalesnink? k.,Alytaus r. sav.,54.3667,24.3333
64005,Janapolio k.,Alytaus r. sav.,54.3667,24.3333
64009,Bukauciški? k.,Alytaus r. sav.,54.3667,24.3333
64017,Raitinink? k.,Alytaus r. sav.,54.4,24.0067
64021,Vangeloni? k.,Alytaus r. sav.,54.3,24.0333
64025,Dapkiški? k.,Alytaus r. sav.,54.3,24.0333
64029,Viešnagi? k.,Alytaus r. sav.,54.3,24.0333
64037,Kaval?iuk? k.,Alytaus r. sav.,54.4,23.65
64041,Daugird? k.,Alytaus r. sav.,54.4333,23.7667
64045,Armin? k.,Alytaus r. sav.,54.4333,23.7667
64053,Dubi? k.,Alytaus r. sav.,54.4,24.0067
64057,Pievagali? k.,Alytaus r. sav.,54.4,24.0067
64061,Butrimonys,Alytaus r. sav.,54.5,24.25
64065,Navasiolk? k.,Alytaus r. sav.,54.5,24.25
64069,?tos k.,Alytaus r. sav.,54.5,24.25
65001,Palkabano k.,Var?nos r. sav.,54.25,24.55
65007,Kamarau?iški? k.,Var?nos r. sav.,54.25,24.55
65011,Kani?k? k.,Var?nos r. sav.,54.2542,24.525
65023,Daržin?li? k.,Var?nos r. sav.,54.2542,24.525
65027,Zervyn? k.,Var?nos r. sav.,54.2542,24.525
65031,Voveri? k.,Var?nos r. sav.,54.1667,24.1667
65035,Merkin?,Var?nos r. sav.,54.1667,24.1667
65039,Milionišk?s k.,Var?nos r. sav.,54.1667,24.1667
65043,Kazimieravo k.,Var?nos r. sav.,54.2542,24.525
65051,Diržameni? k.,Var?nos r. sav.,54.2542,24.525
65055,Žilin? k.,Var?nos r. sav.,54.2542,24.525
65059,Aukštakalnio k.,Var?nos r. sav.,54.2542,24.525
65063,Šlaito k.,Var?nos r. sav.,54.35,24.8333
65067,Valkinink? glžk. st.,Var?nos r. sav.,54.35,24.8333
65071,Marijanavo k.,Var?nos r. sav.,54.25,24.55
65075,Gl?ko k.,Var?nos r. sav.,54.25,24.55
65079,Nošk?n? k.,Var?nos r. sav.,54.25,24.55
66001,Druskininkai,Druskinink? sav.,54.0167,23.9667
66007,Vie?i?n? k.,Druskinink? sav.,54.0167,23.9667
67001,Lazdijai,Lazdij? r. sav.,54.2333,23.5167
67006,Babr? k.,Lazdij? r. sav.,54.2333,23.5167
67010,Straigišk?s k.,Lazdij? r. sav.,54.2333,23.8167
